Assembly Accession	Organism Name	Assembly Level	Assembly Status	Assembly Stats Total Sequence Length	Assembly Stats Number of Contigs	Assembly BioSample Accession	Assembly BioSample Isolation source	Assembly BioSample Geographic location	Assembly BioSample Host	candidate_group	keyword_hits
GCF_014932945.1	Bacillus thuringiensis	Scaffold	current	5819010	84	SAMN16249741	clay soil	Brazil:Turvelandia, GO		non_saline_candidate	
GCF_015844555.1	Bacillus thuringiensis	Scaffold	current	6646367	694	SAMN03654015	maybe soil	USA		non_saline_candidate	
GCF_015844565.1	Bacillus thuringiensis	Scaffold	current	5885459	432	SAMN03654016	maybe soil	USA		non_saline_candidate	
GCF_015844945.1	Bacillus thuringiensis	Scaffold	current	6367219	95	SAMN03654045	soil	Germany		non_saline_candidate	
GCF_015844985.1	Bacillus thuringiensis	Scaffold	current	6170380	266	SAMN03654047	soil	Germany		non_saline_candidate	
GCF_015845195.1	Bacillus thuringiensis	Scaffold	current	6849847	208	SAMN03654274	soil	USA		non_saline_candidate	
GCF_015845205.1	Bacillus thuringiensis	Contig	current	6234579	37	SAMN03654277	soil	USA		non_saline_candidate	
GCF_015845255.1	Bacillus thuringiensis	Scaffold	current	6233164	37	SAMN03654278	soil	USA		non_saline_candidate	
GCF_015845275.1	Bacillus thuringiensis	Scaffold	current	6441491	210	SAMN03654279	soil	USA		non_saline_candidate	
GCF_015845285.1	Bacillus thuringiensis	Contig	current	5776367	62	SAMN03654285	soil	Spain		non_saline_candidate	
GCF_015845305.1	Bacillus thuringiensis	Scaffold	current	6907172	210	SAMN03654282	soil	USA		non_saline_candidate	
GCF_015846085.1	Bacillus thuringiensis	Scaffold	current	6232888	336	SAMN04338635	soil	China		non_saline_candidate	
GCF_015880975.1	Bacillus thuringiensis	Contig	current	5985484	53	SAMN03652211	maybe soil	China		non_saline_candidate	
GCF_015881025.1	Bacillus thuringiensis	Scaffold	current	6549004	599	SAMN03653982	maybe soil	USA		non_saline_candidate	
GCF_015881065.1	Bacillus thuringiensis	Scaffold	current	6516185	355	SAMN03652212	maybe soil	USA		non_saline_candidate	
GCF_015881085.1	Bacillus thuringiensis	Scaffold	current	6084545	236	SAMN03653984	maybe soil	USA		non_saline_candidate	
GCF_015881105.1	Bacillus thuringiensis	Contig	current	6715840	274	SAMN03653986	maybe soil	USA		non_saline_candidate	
GCF_015881125.1	Bacillus thuringiensis	Scaffold	current	5735183	103	SAMN03653987	maybe soil	USA		non_saline_candidate	
GCF_015881145.1	Bacillus thuringiensis	Scaffold	current	6623642	322	SAMN03653988	maybe soil	USA		non_saline_candidate	
GCF_015881165.1	Bacillus thuringiensis	Scaffold	current	6595079	269	SAMN03653989	maybe soil	USA		non_saline_candidate	
GCF_015912775.1	Bacillus thuringiensis	Scaffold	current	6736388	833	SAMN02646644	soil	USA		non_saline_candidate	
GCF_016068365.1	Bacillus thuringiensis	Scaffold	current	5839535	1068	SAMN04338637	soil	China		non_saline_candidate	
GCF_017165575.1	Bacillus thuringiensis	Scaffold	current	6781297	199	SAMN12046285	soil	Brazil		non_saline_candidate	
GCF_017312215.1	Bacillus thuringiensis	Scaffold	current	6137209	79	SAMN12213660	soil	Argentina		non_saline_candidate	
GCF_018791885.1	Bacillus thuringiensis	Contig	current	6322230	708	SAMN19533886	soil sample	Turkey: Adana		non_saline_candidate	
GCF_019192705.1	Bacillus thuringiensis	Contig	current	5663503	44	SAMN19998404	soil	USA: New Hampshire, Manchester		non_saline_candidate	
GCF_019192765.1	Bacillus thuringiensis	Contig	current	5643104	47	SAMN19998406	soil	USA: New Hampshire, New Boston		non_saline_candidate	
GCF_020145025.1	Bacillus thuringiensis	Scaffold	current	6316144	207	SAMN07563215	soil	China: Guangxi		non_saline_candidate	
GCF_021651035.1	Bacillus thuringiensis	Complete Genome	current	6190690	10	SAMN13118470	soil	China:Danxia mountain of Hengyang		non_saline_candidate	
GCF_022095615.2	Bacillus thuringiensis	Complete Genome	current	6113061	6	SAMN20368061	soil	China		non_saline_candidate	
GCF_022809735.1	Bacillus thuringiensis	Chromosome	current	6296150	1365	SAMN26897466	Soil of the Cerrado, clay soil, Gurupi-TO, Brazil	Brazil: Tocantins		non_saline_candidate	
GCF_022816845.1	Bacillus thuringiensis	Complete Genome	current	5945679	7	SAMN27058115	soil	China: Anhui		non_saline_candidate	
GCF_023824095.1	Bacillus thuringiensis	Complete Genome	current	5887730	4	SAMN22304413	soil	China		non_saline_candidate	
GCF_024712525.2	Bacillus thuringiensis	Contig	current	6842748	13	SAMN29019236	soil	USA: New York		non_saline_candidate	
GCF_024712535.1	Bacillus thuringiensis	Contig	current	6920748	11	SAMN29019231	soil	Viet Nam: Saigon		non_saline_candidate	
GCF_024712565.1	Bacillus thuringiensis	Contig	current	6571431	8	SAMN29019229	soil	USA: Wyoming, Thermopolis		non_saline_candidate	
GCF_024712585.1	Bacillus thuringiensis	Contig	current	6424460	20	SAMN29019239	soil	Argentina: Escobar		non_saline_candidate	
GCF_024712595.1	Bacillus thuringiensis	Contig	current	6850609	15	SAMN29019237	soil	USA: West Virginia, Cranesville		non_saline_candidate	
GCF_024712645.1	Bacillus thuringiensis	Contig	current	6751842	13	SAMN29019235	soil	Norway: Riksgransen		non_saline_candidate	
GCF_024712665.1	Bacillus thuringiensis	Contig	current	6267055	13	SAMN29019234	soil	USA: Arizona, Tucson		non_saline_candidate	
GCF_024712685.1	Bacillus thuringiensis	Contig	current	6206836	5	SAMN29019225	soil	USA: Maryland		non_saline_candidate	
GCF_024712705.1	Bacillus thuringiensis	Contig	current	6234846	19	SAMN29019238	soil	USA: Maryland		non_saline_candidate	
GCF_024712725.1	Bacillus thuringiensis	Contig	current	6903468	11	SAMN29019233	soil	USA: Wisconsin		non_saline_candidate	
GCF_024712745.1	Bacillus thuringiensis	Contig	current	6249769	9	SAMN29019230	soil	USA: Wyoming		non_saline_candidate	
GCF_024712765.1	Bacillus thuringiensis	Contig	current	6930987	11	SAMN29019232	soil	USA: Wyoming		non_saline_candidate	
GCF_024712805.1	Bacillus thuringiensis	Contig	current	6242031	7	SAMN29019228	soil	USA: Wyoming		non_saline_candidate	
GCF_024915015.1	Bacillus thuringiensis	Scaffold	current	6176056	1152	SAMN30448099	clay soil	Brazil: Tocantins, Gurupi-TO		non_saline_candidate	
GCF_025630655.1	Bacillus thuringiensis	Contig	current	6282602	3	SAMN30959534	soil	South Korea:Sunchang		non_saline_candidate	
GCF_025630665.1	Bacillus thuringiensis	Contig	current	7232697	5	SAMN30959537	soil	South Korea:Sunchang		non_saline_candidate	
GCF_025753775.1	Bacillus thuringiensis	Contig	current	5030459	426	SAMN31205655	soil	Nigeria: Lagos		non_saline_candidate	
GCF_025947955.1	Bacillus thuringiensis	Complete Genome	current	6542914	5	SAMN28108890	surface soil	China:nanning		non_saline_candidate	
GCF_025960305.1	Bacillus thuringiensis	Complete Genome	current	5432867	1	SAMN31432031	Plant rhizosphere soil	China: Shandong,Taian		non_saline_candidate	
GCF_026242205.1	Bacillus thuringiensis	Scaffold	current	5755815	51	SAMN10135877	soil	India: Tamil Nadu		non_saline_candidate	
GCF_026620185.1	Bacillus thuringiensis	Scaffold	current	6673691	573	SAMN21532370	soil	India: Tamilnadu, TNAU		non_saline_candidate	
GCF_028356555.1	Bacillus thuringiensis	Complete Genome	current	6363209	12	SAMN32746259	soil sample	Lebanon		non_saline_candidate	
GCF_028356755.1	Bacillus thuringiensis	Complete Genome	current	6319034	12	SAMN32746260	soil sample	Tunisia		non_saline_candidate	
GCF_028548205.1	Bacillus thuringiensis	Contig	current	5848754	3	SAMN32902177	soil	South Korea:Sunchang		non_saline_candidate	
GCF_030464745.1	Bacillus thuringiensis	Scaffold	current	6767950	220	SAMN12169346	soil	Brazil: Londrina, PR		non_saline_candidate	
GCF_030984695.1	Bacillus thuringiensis	Scaffold	current	6369386	313	SAMN12289228	soil	Brazil: Brasilia, DF		non_saline_candidate	
GCF_030984735.1	Bacillus thuringiensis	Scaffold	current	6739589	195	SAMN12200924	soil	Brazil: Londrina, PR		non_saline_candidate	
GCF_031324135.1	Bacillus thuringiensis	Contig	current	5716321	19	SAMN34374893	soil in warm, humid forested area with dark clay soils (5 cm deep)	Mexico: Tepoztlan, Morelos		non_saline_candidate	
GCF_031337235.1	Bacillus thuringiensis	Scaffold	current	6303469	460	SAMN12285942	soil	Brazil: Campinas, SP		non_saline_candidate	
GCF_031337245.1	Bacillus thuringiensis	Scaffold	current	6575177	377	SAMN12286296	soil	Brazil: Campinas, SP		non_saline_candidate	
GCF_031342435.1	Bacillus thuringiensis	Scaffold	current	6647172	436	SAMN12230145	soil	Brazil: Brasilia, DF		non_saline_candidate	
GCF_031342455.1	Bacillus thuringiensis	Scaffold	current	6315930	339	SAMN12229590	soil	Brazil: Brasilia, DF		non_saline_candidate	
GCF_033071715.1	Bacillus thuringiensis	Scaffold	current	6594199	195	SAMN12211138	soil	Brazil: Brasilia, DF		non_saline_candidate	
GCF_033071735.1	Bacillus thuringiensis	Scaffold	current	6741788	215	SAMN12206555	soil	Brazil: Londrina, PR		non_saline_candidate	
GCF_033952545.1	Bacillus thuringiensis	Contig	current	6448265	329	SAMN38328827	soil	Tunisia		non_saline_candidate	
GCF_033952585.1	Bacillus thuringiensis	Contig	current	6485235	343	SAMN38329715	soil	Lebanon		non_saline_candidate	
GCF_034044565.1	Bacillus thuringiensis	Contig	current	6405466	90	SAMN38397440	soil	Saudi Arabia		non_saline_candidate	
GCF_034105225.1	Bacillus thuringiensis	Contig	current	6397031	93	SAMN38466915	soil	Tunisia		non_saline_candidate	
GCF_034259365.1	Bacillus thuringiensis	Contig	current	6430225	349	SAMN38612737	soil	Tunisia		non_saline_candidate	
GCF_034296225.1	Bacillus thuringiensis	Contig	current	6044316	199	SAMN38530416	soil	Tunisia		non_saline_candidate	
GCF_034311005.1	Bacillus thuringiensis	Scaffold	current	6080531	90	SAMN38102097	soil	Argentina		non_saline_candidate	
GCF_034317685.1	Bacillus thuringiensis	Contig	current	6526311	185	SAMN38562210	soil	Tunisia		non_saline_candidate	
GCF_034318185.1	Bacillus thuringiensis	Contig	current	6216529	198	SAMN38508691	soil	Tunisia		non_saline_candidate	
GCF_034321925.1	Bacillus thuringiensis	Contig	current	6263111	124	SAMN38705093	soil	Tunisia		non_saline_candidate	
GCF_034365855.1	Bacillus thuringiensis	Contig	current	6014390	104	SAMN38693318	soil	Tunisia		non_saline_candidate	
GCF_034365905.1	Bacillus thuringiensis	Contig	current	6006255	280	SAMN38692440	soil	Tunisia		non_saline_candidate	
GCF_034427395.1	Bacillus thuringiensis	Contig	current	6260236	137	SAMN38725709	soil	Tunisia: Sfax		non_saline_candidate	
GCF_036016715.1	Bacillus thuringiensis	Scaffold	current	6301427	271	SAMN39459532	waterlogged soil	Argentina: Rafaela, Santa Fe		non_saline_candidate	
GCF_036621215.1	Bacillus thuringiensis	Contig	current	5888931	74	SAMN38055171	roots	Tunisia:Mareth	Nicotiana glauca	non_saline_candidate	
GCF_036621275.1	Bacillus thuringiensis	Contig	current	5866026	107	SAMN37915749	roots	Tunisia: Mednine	Diplotaxis harra	non_saline_candidate	
GCF_036621295.1	Bacillus thuringiensis	Contig	current	6012182	60	SAMN37927823	roots	Tunisia: Mednine	Nitraria retusa	non_saline_candidate	
GCF_036621315.1	Bacillus thuringiensis	Contig	current	5924263	108	SAMN37921998	roots	Tunisia: Mednine	Peganum harmala	non_saline_candidate	
GCF_036621335.1	Bacillus thuringiensis	Contig	current	5984425	130	SAMN37933680	roots	Tunisia: Mednine	Fagonia glutinosa	non_saline_candidate	
GCF_036621355.1	Bacillus thuringiensis	Contig	current	5953714	93	SAMN37931600	roots	Tunisia: Mednine	Tetraena alba	non_saline_candidate	
GCF_036621365.1	Bacillus thuringiensis	Contig	current	5984688	126	SAMN37954188	roots	Tunisia: Mednine	Citrullus colocynthis	non_saline_candidate	
GCF_037075445.1	Bacillus thuringiensis	Contig	current	6182614	308	SAMN40033344	soil sample	Spain		non_saline_candidate	
GCF_039954905.1	Bacillus thuringiensis	Complete Genome	current	5356057	2	SAMN41232458	soil	missing		non_saline_candidate	
GCF_040337655.1	Bacillus thuringiensis	Scaffold	current	6937867	878	SAMN12262407	soil	Brazil: Brasilia		non_saline_candidate	
GCF_040716415.1	Bacillus thuringiensis	Scaffold	current	5693622	42	SAMN36379388	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716435.1	Bacillus thuringiensis	Scaffold	current	5704352	44	SAMN36379385	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716445.1	Bacillus thuringiensis	Scaffold	current	5866607	37	SAMN36379387	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716475.1	Bacillus thuringiensis	Scaffold	current	5952020	276	SAMN36379386	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040716495.1	Bacillus thuringiensis	Scaffold	current	5766207	692	SAMN36379384	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040719695.1	Bacillus thuringiensis	Scaffold	current	5265672	41	SAMN36379382	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040719715.1	Bacillus thuringiensis	Scaffold	current	5719027	309	SAMN36379383	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_040719735.1	Bacillus thuringiensis	Scaffold	current	5975821	337	SAMN36379381	Acid sulfate soil from rice cultivation	Viet Nam: Kien Giang province		non_saline_candidate	
GCF_045057165.1	Bacillus thuringiensis	Complete Genome	current	5725754	5	SAMN39480994	soil	China: Baiwangshan Forest Park, Beijing		non_saline_candidate	
GCF_045557575.1	Bacillus thuringiensis	Scaffold	current	6621237	115	SAMN39918162	Red soil	India: Thirupathur		non_saline_candidate	
GCF_046529345.1	Bacillus thuringiensis	Complete Genome	current	6055890	3	SAMN35021110	soil	Brazil: Boa Vista, Paraiba		non_saline_candidate	
GCF_000387405.2	Bacillus thuringiensis T01-328	Scaffold	current	7089686	203	SAMN02471346	soil sample	Brazil		non_saline_candidate	
GCF_000497525.1	Bacillus thuringiensis YBT-1518	Complete Genome	current	6672921	7	SAMN02641488	soil	China: Jianghan Plain, Hubei	missing	non_saline_candidate	
GCF_000585975.1	Bacillus thuringiensis serovar israelensis	Contig	current	5040437	51	SAMN02645569	soil	Israel		non_saline_candidate	
GCF_000688795.1	Bacillus thuringiensis serovar kurstaki str. YBT-1520	Complete Genome	current	6580536	12	SAMN02776149	soil	China		non_saline_candidate	
GCF_000717535.1	Bacillus thuringiensis serovar kurstaki str. HD-1	Complete Genome	current	6766594	14	SAMN02898393	soil	USA		non_saline_candidate	
GCF_000878525.1	Bacillus thuringiensis Sbt003	Scaffold	current	6177387	104	SAMN03013093	soil	China:Hubei		non_saline_candidate	
GCF_000940785.1	Bacillus thuringiensis serovar morrisoni	Complete Genome	current	6179896	7	SAMN03274640	soil	missing		non_saline_candidate	
GCF_001183785.1	Bacillus thuringiensis serovar indiana	Complete Genome	current	6198448	7	SAMN03121810	soil	USA		non_saline_candidate	
GCF_002146325.1	Bacillus thuringiensis serovar mexicanensis	Contig	current	6773545	124	SAMN05934489	soil	Mexico		non_saline_candidate	
GCF_002146345.1	Bacillus thuringiensis serovar toguchini	Contig	current	6192330	148	SAMN05934490	soil	USSR		non_saline_candidate	
GCF_002146445.1	Bacillus thuringiensis serovar jinghongiensis	Scaffold	current	6234285	68	SAMN05934503	soil	China		non_saline_candidate	
GCF_002146605.1	Bacillus thuringiensis serovar guiyangiensis	Contig	current	5601382	41	SAMN05934515	soil	China		non_saline_candidate	
GCF_002146615.1	Bacillus thuringiensis serovar novosibirsk	Scaffold	current	6737472	112	SAMN05934509	soil	USSR		non_saline_candidate	
GCF_002146695.1	Bacillus thuringiensis serovar wratislaviensis	Contig	current	5981618	52	SAMN05934519	soil	Poland		non_saline_candidate	
GCF_002146725.1	Bacillus thuringiensis serovar navarrensis	Contig	current	6187874	138	SAMN05934522	soil	Spain		non_saline_candidate	
GCF_002146815.1	Bacillus thuringiensis serovar rongseni	Scaffold	current	5776387	48	SAMN05934528	red soil	China		non_saline_candidate	
GCF_002146825.1	Bacillus thuringiensis serovar pingluonsis	Contig	current	6382804	135	SAMN05934532	sandy soil	China		non_saline_candidate	
GCF_002146905.1	Bacillus thuringiensis serovar vazensis	Contig	current	6085869	82	SAMN05934539	soil	Portugal: Azores		non_saline_candidate	
GCF_002147005.1	Bacillus thuringiensis serovar pondicheriensis	Contig	current	5701900	42	SAMN05934513	soil	India		non_saline_candidate	
GCF_002147085.1	Bacillus thuringiensis serovar azorensis	Contig	current	6270096	219	SAMN05934537	soil	Portugal: Azores		non_saline_candidate	
GCF_002147375.1	Bacillus thuringiensis serovar wuhanensis	Contig	current	6336696	199	SAMN05934556	soil	China		non_saline_candidate	
GCF_002147495.1	Bacillus thuringiensis serovar darmstadiensis	Scaffold	current	5845901	331	SAMN05934579	soil	China		non_saline_candidate	
GCF_002147505.1	Bacillus thuringiensis serovar finitimus	Contig	current	5319625	53	SAMN05934562	soil	China		non_saline_candidate	
GCF_002148015.1	Bacillus thuringiensis serovar palmanyolensis	Contig	current	6204798	128	SAMN05934527	soil	Spain		non_saline_candidate	
GCF_002148065.1	Bacillus thuringiensis serovar zhaodongensis	Scaffold	current	6240466	126	SAMN05934534	black soil	China		non_saline_candidate	
GCF_002550525.1	Bacillus toyonensis	Scaffold	current	5687732	101	SAMN07598651	root	USA: IA	Corn	non_saline_candidate	
GCF_002550725.1	Bacillus toyonensis	Scaffold	current	5838556	188	SAMN07598626	root	USA: MN	Soybean	non_saline_candidate	
GCF_002551565.1	Bacillus toyonensis	Scaffold	current	5895492	204	SAMN07598589	root	USA: IA	Corn	non_saline_candidate	
GCF_002551735.1	Bacillus toyonensis	Scaffold	current	5858778	112	SAMN07598709	plant core	USA: NC		non_saline_candidate	
GCF_002552055.1	Bacillus toyonensis	Scaffold	current	5992260	150	SAMN07598679	root	USA: IA	Corn	non_saline_candidate	
GCF_002552125.1	Bacillus toyonensis	Scaffold	current	5903789	197	SAMN07598672	root	USA: IL	Soybean	non_saline_candidate	
GCF_002552545.1	Bacillus toyonensis	Scaffold	current	5915994	155	SAMN07598619	root	USA: IA	Soybean	non_saline_candidate	
GCF_002552675.1	Bacillus toyonensis	Scaffold	current	6053554	110	SAMN07598605	root	USA: IA	Soybean	non_saline_candidate	
GCF_002552685.1	Bacillus toyonensis	Scaffold	current	5817917	101	SAMN07598602	plant	USA: NC		non_saline_candidate	
GCF_002552775.1	Bacillus toyonensis	Scaffold	current	5840381	173	SAMN07598591	soil	USA: NC		non_saline_candidate	
GCF_002552975.1	Bacillus toyonensis	Scaffold	current	5928675	143	SAMN07598703	root	USA: MN	Soybean	non_saline_candidate	
GCF_002553325.1	Bacillus toyonensis	Scaffold	current	5989380	117	SAMN07598604	root	USA: OH	Corn	non_saline_candidate	
GCF_002553375.1	Bacillus toyonensis	Scaffold	current	5979176	143	SAMN07598588	root	USA: IA	Corn	non_saline_candidate	
GCF_002553415.1	Bacillus toyonensis	Scaffold	current	5960659	133	SAMN07598582	plant core	USA: NC		non_saline_candidate	
GCF_002554755.1	Bacillus toyonensis	Scaffold	current	6080212	225	SAMN07597500	plant	USA: NC	Weed	non_saline_candidate	
GCF_002554905.1	Bacillus toyonensis	Scaffold	current	5996256	141	SAMN07597469	soil	USA: IA		non_saline_candidate	
GCF_002555035.1	Bacillus toyonensis	Scaffold	current	5859505	138	SAMN07597448	plant	USA: IN	Weed	non_saline_candidate	
GCF_002555055.1	Bacillus toyonensis	Scaffold	current	5791529	158	SAMN07597447	plant	USA: IN	Weed	non_saline_candidate	
GCF_002555115.1	Bacillus toyonensis	Scaffold	current	5825764	112	SAMN07597426	soil	USA: NC		non_saline_candidate	
GCF_002555225.1	Bacillus toyonensis	Scaffold	current	5593149	142	SAMN07597420	soil	USA: NY		non_saline_candidate	
GCF_002555315.1	Bacillus toyonensis	Scaffold	current	6008497	132	SAMN07597395	soil	USA: IA		non_saline_candidate	
GCF_002555495.1	Bacillus toyonensis	Scaffold	current	6287513	256	SAMN07597382	plant core	USA: NC		non_saline_candidate	
GCF_002555765.1	Bacillus toyonensis	Scaffold	current	5874577	138	SAMN07597362	soil	USA: IA		non_saline_candidate	
GCF_002555805.1	Bacillus toyonensis	Scaffold	current	5641144	106	SAMN07597332	plant	USA: IN	Weed	non_saline_candidate	
GCF_002555845.1	Bacillus toyonensis	Scaffold	current	5539290	71	SAMN07597323	soil	USA: NY		non_saline_candidate	
GCF_002555905.1	Bacillus toyonensis	Scaffold	current	5953267	131	SAMN07597317	root	USA: MN	Soybean	non_saline_candidate	
GCF_002555975.1	Bacillus toyonensis	Scaffold	current	5867337	270	SAMN07597293	soil	USA: IA		non_saline_candidate	
GCF_002556325.1	Bacillus toyonensis	Scaffold	current	5538868	80	SAMN07597234	soil	USA: NC		non_saline_candidate	
GCF_002556435.1	Bacillus toyonensis	Scaffold	current	5908366	166	SAMN07597240	plant	USA: IN	Weed	non_saline_candidate	
GCF_002556955.1	Bacillus toyonensis	Scaffold	current	5894798	158	SAMN07597599	root	USA: IA	Corn	non_saline_candidate	
GCF_002557115.1	Bacillus toyonensis	Scaffold	current	6020054	144	SAMN07597563	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002557225.1	Bacillus toyonensis	Scaffold	current	5971255	249	SAMN07597555	root	USA: IA	Soybean	non_saline_candidate	
GCF_002557255.1	Bacillus toyonensis	Scaffold	current	5567444	94	SAMN07597549	soil	USA: NY		non_saline_candidate	
GCF_002568745.1	Bacillus toyonensis	Scaffold	current	6201084	307	SAMN07598487	root	USA: IA	Soybean	non_saline_candidate	
GCF_002569065.1	Bacillus toyonensis	Scaffold	current	5616824	97	SAMN07598552	plant core	USA: NC		non_saline_candidate	
GCF_002569325.1	Bacillus toyonensis	Scaffold	current	5526602	142	SAMN07598569	root	USA: IL	Soybean	non_saline_candidate	
GCF_002569425.1	Bacillus toyonensis	Scaffold	current	6079255	132	SAMN07598514	soil	USA: NC		non_saline_candidate	
GCF_002569445.1	Bacillus toyonensis	Scaffold	current	6591505	538	SAMN07598510	root	USA: IA	Soybean	non_saline_candidate	
GCF_002569455.1	Bacillus toyonensis	Scaffold	current	5514718	104	SAMN07598504	plant	USA: IN	Weed	non_saline_candidate	
GCF_002569805.1	Bacillus toyonensis	Scaffold	current	5687803	85	SAMN07598428	soil	USA: IA		non_saline_candidate	
GCF_002569835.1	Bacillus toyonensis	Scaffold	current	5979761	161	SAMN07598403	root	USA: MN	Soybean	non_saline_candidate	
GCF_002570025.1	Bacillus toyonensis	Scaffold	current	5401295	311	SAMN07598382	soil	USA: NC		non_saline_candidate	
GCF_002570105.1	Bacillus toyonensis	Scaffold	current	6433607	173	SAMN07598369	root	USA: IA	Soybean	non_saline_candidate	
GCF_002570155.1	Bacillus toyonensis	Scaffold	current	6054702	112	SAMN07598363	root	USA: IA	Corn	non_saline_candidate	
GCF_002570205.1	Bacillus toyonensis	Scaffold	current	5573737	108	SAMN07598360	plant core	USA: NC		non_saline_candidate	
GCF_002571885.1	Bacillus toyonensis	Scaffold	current	5487400	84	SAMN07598222	soil	USA: NY		non_saline_candidate	
GCF_002571935.1	Bacillus toyonensis	Scaffold	current	5730822	201	SAMN07598295	soil	USA: NC		non_saline_candidate	
GCF_002572035.1	Bacillus toyonensis	Scaffold	current	5787649	109	SAMN07598261	root	USA: IN	Corn	non_saline_candidate	
GCF_002572415.1	Bacillus toyonensis	Scaffold	current	5998070	118	SAMN07598226	root	USA: IA	Corn	non_saline_candidate	
GCF_002572475.1	Bacillus toyonensis	Scaffold	current	6035135	424	SAMN07598182	soil	USA: NY		non_saline_candidate	
GCF_002573545.1	Bacillus toyonensis	Scaffold	current	6242087	332	SAMN07598642	soil	USA: IA		non_saline_candidate	
GCF_002579305.1	Bacillus toyonensis	Scaffold	current	5598410	103	SAMN07598131	plant	USA: IN	Weed	non_saline_candidate	
GCF_002579625.1	Bacillus toyonensis	Scaffold	current	5909702	103	SAMN07598125	soil	USA: NY		non_saline_candidate	
GCF_002579735.1	Bacillus toyonensis	Scaffold	current	5976092	119	SAMN07598115	soil	USA: IA		non_saline_candidate	
GCF_002579895.1	Bacillus toyonensis	Scaffold	current	5993870	159	SAMN07598101	root	USA: IA	Corn	non_saline_candidate	
GCF_002580125.1	Bacillus toyonensis	Scaffold	current	5539558	95	SAMN07598079	soil	USA: NY		non_saline_candidate	
GCF_002580305.1	Bacillus toyonensis	Scaffold	current	5912384	121	SAMN07598069	plant	USA: IN	Weed	non_saline_candidate	
GCF_002580365.1	Bacillus toyonensis	Scaffold	current	5519874	85	SAMN07598065	soil	USA: NC		non_saline_candidate	
GCF_002580965.1	Bacillus toyonensis	Scaffold	current	5773289	119	SAMN07597996	soil	USA: NC		non_saline_candidate	
GCF_002580975.1	Bacillus toyonensis	Scaffold	current	6208908	311	SAMN07597991	root	USA: MO	Soybean	non_saline_candidate	
GCF_002581275.1	Bacillus toyonensis	Scaffold	current	6054192	143	SAMN07598068	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002581325.1	Bacillus toyonensis	Scaffold	current	6141510	144	SAMN07598054	plant	USA: NC	Wheat	non_saline_candidate	
GCF_002581735.1	Bacillus toyonensis	Scaffold	current	5485531	316	SAMN07597983	soil	USA: NC		non_saline_candidate	
GCF_002581765.1	Bacillus toyonensis	Scaffold	current	5576195	77	SAMN07597961	plant	USA: NC		non_saline_candidate	
GCF_002582095.1	Bacillus toyonensis	Scaffold	current	5984749	112	SAMN07597928	soil	USA: NY		non_saline_candidate	
GCF_002582205.1	Bacillus toyonensis	Scaffold	current	5895806	107	SAMN07597912	soil	USA: NY		non_saline_candidate	
GCF_002582715.1	Bacillus toyonensis	Scaffold	current	5965575	197	SAMN07597873	root	USA: MO	Soybean	non_saline_candidate	
GCF_002583715.1	Bacillus toyonensis	Scaffold	current	6249888	234	SAMN07597895	plant core	USA: NC		non_saline_candidate	
GCF_002585395.1	Bacillus toyonensis	Scaffold	current	5993285	173	SAMN07597875	root	USA: MO	Soybean	non_saline_candidate	
GCF_002588695.1	Bacillus toyonensis	Scaffold	current	5891354	144	SAMN07597860	root	USA: IA	Corn	non_saline_candidate	
GCF_002588835.1	Bacillus toyonensis	Scaffold	current	6008275	153	SAMN07597834	soil	USA: IA		non_saline_candidate	
GCF_002588905.1	Bacillus toyonensis	Scaffold	current	6049142	145	SAMN07597833	plant core	USA: NC		non_saline_candidate	
GCF_002589375.1	Bacillus toyonensis	Scaffold	current	5983856	181	SAMN07597800	plant	USA: NC	Tomato	non_saline_candidate	
GCF_002998875.1	Bacillus toyonensis	Contig	current	6185057	68	SAMN08639155	soil	China: Tibet, Lhasa		non_saline_candidate	
GCF_004368515.1	Bacillus thuringiensis F14-1	Scaffold	current	5421183	24	SAMN03339768	soil	China: Northeast		non_saline_candidate	
GCF_012222085.2	Bacillus thuringiensis serovar andalousiensis	Chromosome	current	6039942	1	SAMN10850176	soil	Russia: Moscow		non_saline_candidate	
GCF_013303085.1	Bacillus toyonensis	Contig	current	5528343	80	SAMN15069331	soil	China		non_saline_candidate	
GCF_013377575.1	Bacillus thuringiensis serovar israelensis	Contig	current	6653156	14	SAMN15366409	soil	South Korea		non_saline_candidate	
GCF_013377585.1	Bacillus thuringiensis serovar kurstaki	Contig	current	6776593	11	SAMN15366408	soil	South Korea		non_saline_candidate	
GCF_015844935.1	Bacillus toyonensis	Contig	current	6026025	42	SAMN03654046	soil	Germany		non_saline_candidate	
